CONTRACT,TENURE,TECHSUPPORT,INTERNETSERVICE,ONLINESECURITY,DEVICEPROTECTION,MONTHLYCHARGES,PAYMENTMETHOD,STREAMINGMOVIES,ONLINEBACKUP,CHURN
Month-to-month,11,Yes,DSL,No,No,66.35,Electronic check,Yes,No,1
Month-to-month,7,No,Fiber optic,No,No,69.55,Electronic check,No,No,0
Two year,69,No internet service,No,No internet service,No internet service,20.2,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,19,No,Fiber optic,No,No,86.0,Bank transfer (automatic),Yes,No,1
Month-to-month,3,No,Fiber optic,No,No,80.3,Electronic check,Yes,No,1
Two year,54,No internet service,No,No internet service,No internet service,20.4,Credit card (automatic),No internet service,No internet service,0
One year,62,No internet service,No,No internet service,No internet service,23.75,Credit card (automatic),No internet service,No internet service,0
Month-to-month,24,No,Fiber optic,No,No,90.55,Credit card (automatic),No,Yes,1
Month-to-month,62,No,DSL,No,No,70.45,Credit card (automatic),Yes,No,0
Month-to-month,17,No,DSL,Yes,No,65.75,Bank transfer (automatic),Yes,No,0
Month-to-month,9,No,DSL,No,No,24.6,Mailed check,No,No,0
Two year,64,Yes,DSL,Yes,Yes,69.25,Mailed check,No,No,0
Month-to-month,2,No,Fiber optic,No,No,75.9,Electronic check,No,No,1
Month-to-month,1,No,DSL,No,No,45.85,Mailed check,No,No,1
Month-to-month,16,Yes,DSL,No,No,49.95,Electronic check,Yes,No,1
Two year,72,No internet service,No,No internet service,No internet service,24.65,Bank transfer (automatic),No internet service,No internet service,0
One year,30,No,Fiber optic,Yes,Yes,90.4,Bank transfer (automatic),No,Yes,0
Month-to-month,49,No,Fiber optic,Yes,No,100.85,Mailed check,Yes,No,0
Two year,61,Yes,DSL,Yes,Yes,75.35,Credit card (automatic),Yes,No,0
Month-to-month,47,No,Fiber optic,No,No,87.2,Electronic check,No,Yes,0
Month-to-month,20,No,DSL,Yes,Yes,64.4,Credit card (automatic),Yes,No,0
Month-to-month,34,No,Fiber optic,No,No,78.3,Electronic check,No,No,1
Two year,70,No internet service,No,No internet service,No internet service,24.7,Bank transfer (automatic),No internet service,No internet service,0
One year,54,Yes,Fiber optic,Yes,No,105.85,Electronic check,Yes,Yes,0
One year,61,Yes,Fiber optic,No,Yes,98.3,Mailed check,No,Yes,0
Month-to-month,3,No,Fiber optic,No,No,76.95,Electronic check,No,No,1
One year,13,No internet service,No,No internet service,No internet service,19.45,Mailed check,No internet service,No internet service,0
Month-to-month,16,No,Fiber optic,No,No,96.15,Electronic check,Yes,No,1
Month-to-month,3,No,DSL,No,No,58.7,Credit card (automatic),No,Yes,0
Month-to-month,25,No internet service,No,No internet service,No internet service,20.15,Mailed check,No internet service,No internet service,0
Month-to-month,30,No,DSL,Yes,No,64.5,Mailed check,Yes,No,0
Month-to-month,21,No,DSL,Yes,No,28.5,Electronic check,No,No,0
Month-to-month,1,No,DSL,No,No,45.3,Electronic check,No,No,1
Month-to-month,15,No internet service,No,No internet service,No internet service,19.4,Bank transfer (automatic),No internet service,No internet service,1
Month-to-month,23,No,Fiber optic,No,No,90.45,Electronic check,Yes,No,0
Month-to-month,45,No,Fiber optic,Yes,No,105.15,Electronic check,Yes,Yes,0
One year,24,No,Fiber optic,No,Yes,83.15,Bank transfer (automatic),No,Yes,0
Month-to-month,11,Yes,Fiber optic,No,No,90.15,Electronic check,No,No,1
Month-to-month,1,No,DSL,No,No,45.05,Mailed check,No,No,1
Two year,56,Yes,Fiber optic,No,Yes,103.2,Bank transfer (automatic),Yes,No,0
Month-to-month,1,No,Fiber optic,No,No,75.8,Electronic check,No,Yes,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.45,Electronic check,No internet service,No internet service,0
Month-to-month,7,No,Fiber optic,No,No,79.3,Electronic check,Yes,No,1
Two year,55,Yes,Fiber optic,No,Yes,88.8,Credit card (automatic),No,No,0
Month-to-month,2,Yes,DSL,No,No,30.9,Electronic check,No,No,1
Two year,72,Yes,DSL,Yes,Yes,85.9,Credit card (automatic),Yes,No,0
One year,45,No,DSL,No,No,34.2,Electronic check,Yes,No,0
Two year,47,No internet service,No,No internet service,No internet service,20.15,Mailed check,No internet service,No internet service,0
One year,46,No,Fiber optic,No,No,95.25,Credit card (automatic),Yes,Yes,1
Month-to-month,2,No,DSL,No,No,50.3,Mailed check,No,Yes,0
Month-to-month,2,Yes,Fiber optic,Yes,No,80.15,Electronic check,No,No,0
Month-to-month,12,No,DSL,No,No,51.25,Electronic check,No,Yes,0
Month-to-month,68,No,Fiber optic,No,No,89.6,Bank transfer (automatic),Yes,Yes,1
Two year,69,Yes,Fiber optic,No,No,95.2,Credit card (automatic),Yes,No,0
One year,56,No,Fiber optic,Yes,No,94.8,Credit card (automatic),Yes,No,0
Month-to-month,4,No,Fiber optic,Yes,No,80.25,Electronic check,No,No,0
Two year,64,Yes,DSL,No,Yes,76.1,Bank transfer (automatic),No,Yes,0
One year,59,No,Fiber optic,Yes,Yes,110.15,Electronic check,Yes,Yes,1
Two year,62,Yes,Fiber optic,Yes,Yes,115.55,Bank transfer (automatic),Yes,Yes,0
Two year,63,No internet service,No,No internet service,No internet service,24.65,Credit card (automatic),No internet service,No internet service,0
One year,53,Yes,DSL,Yes,Yes,53.6,Electronic check,No,Yes,0
Month-to-month,5,No internet service,No,No internet service,No internet service,19.45,Mailed check,No internet service,No internet service,0
Month-to-month,49,No,Fiber optic,Yes,Yes,88.2,Electronic check,No,Yes,0
Two year,62,No,Fiber optic,Yes,No,101.15,Bank transfer (automatic),Yes,No,0
Two year,55,Yes,DSL,Yes,No,56.8,Mailed check,No,Yes,0
Two year,71,Yes,Fiber optic,Yes,Yes,99.4,Electronic check,No,Yes,0
Two year,72,No internet service,No,No internet service,No internet service,20.1,Credit card (automatic),No internet service,No internet service,0
One year,36,Yes,DSL,Yes,Yes,60.7,Credit card (automatic),Yes,No,0
One year,25,No internet service,No,No internet service,No internet service,20.95,Bank transfer (automatic),No internet service,No internet service,0
Two year,72,Yes,Fiber optic,Yes,Yes,114.85,Bank transfer (automatic),Yes,Yes,0
One year,36,No internet service,No,No internet service,No internet service,19.25,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,62.8,Mailed check,Yes,No,0
Two year,72,No,Fiber optic,Yes,Yes,105.5,Electronic check,Yes,No,0
Two year,59,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,0
Month-to-month,7,No,Fiber optic,No,No,89.5,Electronic check,Yes,No,1
One year,1,Yes,DSL,No,Yes,74.1,Credit card (automatic),Yes,No,0
Month-to-month,30,Yes,Fiber optic,No,Yes,107.5,Electronic check,Yes,Yes,0
Two year,64,No internet service,No,No internet service,No internet service,19.55,Mailed check,No internet service,No internet service,0
One year,63,Yes,DSL,Yes,Yes,68.8,Bank transfer (automatic),No,Yes,0
Two year,72,No,DSL,Yes,Yes,84.45,Credit card (automatic),Yes,Yes,0
Month-to-month,8,No,Fiber optic,Yes,No,75.0,Electronic check,No,No,1
Two year,62,Yes,DSL,No,Yes,84.5,Bank transfer (automatic),Yes,Yes,0
Two year,67,Yes,Fiber optic,No,Yes,111.2,Bank transfer (automatic),Yes,Yes,0
Month-to-month,6,No,DSL,No,No,44.75,Electronic check,No,No,1
Two year,70,Yes,DSL,Yes,No,80.6,Bank transfer (automatic),Yes,No,0
Month-to-month,20,No,Fiber optic,No,No,80.7,Bank transfer (automatic),No,No,0
Month-to-month,5,No,Fiber optic,No,No,75.6,Electronic check,No,No,0
One year,24,No,DSL,Yes,Yes,57.6,Electronic check,Yes,Yes,0
Month-to-month,11,No,DSL,No,No,44.05,Electronic check,No,No,1
Two year,72,Yes,Fiber optic,No,Yes,110.6,Credit card (automatic),Yes,Yes,0
Two year,66,Yes,DSL,Yes,No,58.2,Credit card (automatic),No,Yes,0
Two year,45,Yes,DSL,Yes,Yes,81.0,Mailed check,Yes,No,0
Two year,69,No internet service,No,No internet service,No internet service,19.7,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,15,No,Fiber optic,No,No,85.6,Bank transfer (automatic),Yes,No,1
Month-to-month,28,No,DSL,No,Yes,59.55,Bank transfer (automatic),No,No,0
One year,70,Yes,Fiber optic,Yes,Yes,115.55,Credit card (automatic),Yes,Yes,1
One year,36,Yes,DSL,Yes,Yes,75.55,Mailed check,Yes,Yes,0
Month-to-month,16,No,Fiber optic,No,No,86.6,Electronic check,No,No,1
Month-to-month,18,No,Fiber optic,No,No,85.2,Electronic check,No,No,1
Month-to-month,34,No,Fiber optic,No,No,97.65,Electronic check,Yes,No,1
One year,42,No,DSL,No,Yes,45.1,Credit card (automatic),Yes,Yes,0
One year,48,Yes,DSL,Yes,No,70.95,Bank transfer (automatic),Yes,No,0
Month-to-month,47,Yes,Fiber optic,No,Yes,109.55,Electronic check,Yes,Yes,1
One year,39,Yes,Fiber optic,No,Yes,89.55,Electronic check,No,Yes,1
Two year,11,No internet service,No,No internet service,No internet service,20.9,Credit card (automatic),No internet service,No internet service,0
Month-to-month,7,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
Month-to-month,3,No internet service,No,No internet service,No internet service,24.6,Mailed check,No internet service,No internet service,0
Month-to-month,8,No,DSL,Yes,Yes,66.7,Electronic check,Yes,No,0
Month-to-month,1,No internet service,No,No internet service,No internet service,19.45,Mailed check,No internet service,No internet service,1
One year,32,No,Fiber optic,Yes,Yes,94.8,Mailed check,Yes,Yes,0
One year,60,Yes,DSL,Yes,Yes,65.85,Bank transfer (automatic),No,Yes,0
Month-to-month,10,No internet service,No,No internet service,No internet service,19.95,Bank transfer (automatic),No internet service,No internet service,0
Two year,71,No internet service,No,No internet service,No internet service,24.65,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,4,No internet service,No,No internet service,No internet service,20.35,Mailed check,No internet service,No internet service,1
Month-to-month,1,No,Fiber optic,No,No,69.25,Electronic check,No,No,1
One year,43,Yes,DSL,Yes,No,51.25,Bank transfer (automatic),No,Yes,0
One year,59,No,Fiber optic,No,Yes,99.5,Bank transfer (automatic),Yes,No,1
Month-to-month,23,Yes,DSL,No,Yes,54.25,Electronic check,No,No,0
Two year,72,No internet service,No,No internet service,No internet service,19.4,Bank transfer (automatic),No internet service,No internet service,0
One year,22,Yes,DSL,Yes,No,56.25,Credit card (automatic),No,No,0
Month-to-month,1,No,DSL,No,No,25.15,Mailed check,No,No,0
Two year,69,No internet service,No,No internet service,No internet service,23.95,Bank transfer (automatic),No internet service,No internet service,0
One year,50,Yes,DSL,Yes,No,35.4,Mailed check,No,No,0
Month-to-month,1,No,DSL,No,No,25.2,Electronic check,No,No,1
Month-to-month,2,No,DSL,No,No,45.0,Mailed check,No,No,1
Month-to-month,15,No,Fiber optic,No,No,75.35,Bank transfer (automatic),No,Yes,0
Two year,31,No internet service,No,No internet service,No internet service,20.4,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,1,No internet service,No,No internet service,No internet service,20.15,Mailed check,No internet service,No internet service,1
Month-to-month,66,No,Fiber optic,No,Yes,105.0,Credit card (automatic),Yes,Yes,1
Month-to-month,3,No,DSL,No,No,54.7,Credit card (automatic),No,No,1
Two year,8,No internet service,No,No internet service,No internet service,20.0,Mailed check,No internet service,No internet service,0
One year,64,No,DSL,Yes,Yes,73.05,Credit card (automatic),Yes,No,0
Month-to-month,28,No internet service,No,No internet service,No internet service,20.5,Mailed check,No internet service,No internet service,0
One year,57,No,Fiber optic,No,Yes,100.75,Credit card (automatic),Yes,No,0
Month-to-month,14,No,Fiber optic,No,Yes,87.25,Electronic check,Yes,No,1
Two year,19,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
Month-to-month,10,No,Fiber optic,No,No,79.95,Electronic check,No,No,1
Month-to-month,51,No,DSL,No,No,49.65,Electronic check,Yes,Yes,0
Two year,67,No,DSL,Yes,Yes,65.65,Mailed check,No,Yes,0
Month-to-month,11,No internet service,No,No internet service,No internet service,20.45,Electronic check,No internet service,No internet service,0
Two year,72,Yes,DSL,Yes,Yes,60.95,Bank transfer (automatic),Yes,No,0
One year,66,No internet service,No,No internet service,No internet service,20.35,Electronic check,No internet service,No internet service,0
Month-to-month,18,Yes,Fiber optic,No,No,88.35,Electronic check,No,No,1
Month-to-month,9,No internet service,No,No internet service,No internet service,19.5,Electronic check,No internet service,No internet service,0
Month-to-month,9,No,Fiber optic,No,No,75.2,Credit card (automatic),No,No,0
Month-to-month,48,No,Fiber optic,Yes,Yes,111.45,Bank transfer (automatic),Yes,Yes,0
Month-to-month,10,No,Fiber optic,No,No,70.15,Mailed check,No,No,0
Month-to-month,9,No,Fiber optic,No,No,94.75,Electronic check,Yes,No,1
Month-to-month,13,No,Fiber optic,No,No,95.05,Electronic check,Yes,No,1
Month-to-month,4,No,Fiber optic,No,No,78.45,Electronic check,No,Yes,1
Month-to-month,4,No,Fiber optic,No,No,70.2,Electronic check,No,No,1
Two year,72,Yes,DSL,Yes,Yes,92.0,Bank transfer (automatic),Yes,Yes,0
Two year,51,Yes,DSL,Yes,Yes,85.5,Credit card (automatic),Yes,Yes,0
Month-to-month,59,No,DSL,No,No,41.05,Bank transfer (automatic),Yes,Yes,1
Month-to-month,10,No,Fiber optic,No,No,85.6,Electronic check,No,No,1
Month-to-month,61,No,Fiber optic,No,No,82.15,Electronic check,No,Yes,0
One year,54,Yes,Fiber optic,Yes,Yes,84.4,Electronic check,No,No,0
Month-to-month,33,No,DSL,Yes,No,60.9,Mailed check,No,Yes,0
Two year,27,No internet service,No,No internet service,No internet service,20.25,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,1,No,Fiber optic,No,No,79.2,Electronic check,No,No,1
Month-to-month,23,No,Fiber optic,No,No,95.3,Mailed check,Yes,Yes,0
Month-to-month,1,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,0
Two year,45,Yes,DSL,Yes,Yes,84.35,Mailed check,Yes,Yes,0
Two year,39,No internet service,No,No internet service,No internet service,19.85,Bank transfer (automatic),No internet service,No internet service,0
One year,5,No,DSL,No,Yes,70.0,Mailed check,Yes,No,1
Two year,72,Yes,DSL,Yes,Yes,82.3,Bank transfer (automatic),No,Yes,0
Month-to-month,58,No,DSL,No,No,66.8,Bank transfer (automatic),No,Yes,0
Two year,70,Yes,DSL,Yes,Yes,44.6,Bank transfer (automatic),No,Yes,0
One year,61,Yes,Fiber optic,No,No,98.45,Bank transfer (automatic),Yes,Yes,0
Month-to-month,2,No,Fiber optic,No,No,70.7,Mailed check,No,No,0
One year,46,No internet service,No,No internet service,No internet service,24.95,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,49.95,Bank transfer (automatic),No,No,1
Month-to-month,22,No,Fiber optic,No,No,69.25,Electronic check,No,No,1
Two year,48,Yes,Fiber optic,Yes,Yes,102.5,Credit card (automatic),Yes,No,0
Two year,64,Yes,DSL,No,Yes,86.55,Credit card (automatic),Yes,Yes,0
Two year,72,No internet service,No,No internet service,No internet service,24.3,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,12,No,DSL,No,Yes,58.35,Credit card (automatic),No,No,0
Month-to-month,34,No,Fiber optic,No,Yes,94.25,Electronic check,Yes,Yes,1
Two year,72,No,DSL,Yes,Yes,68.75,Credit card (automatic),Yes,Yes,0
Month-to-month,29,No,Fiber optic,No,Yes,85.8,Electronic check,No,Yes,0
One year,33,No internet service,No,No internet service,No internet service,20.1,Credit card (automatic),No internet service,No internet service,0
Month-to-month,1,No internet service,No,No internet service,No internet service,20.35,Mailed check,No internet service,No internet service,0
One year,62,Yes,Fiber optic,No,Yes,110.8,Electronic check,Yes,Yes,0
One year,41,No,DSL,No,Yes,73.0,Electronic check,Yes,No,1
One year,64,No,Fiber optic,No,Yes,100.05,Credit card (automatic),Yes,No,1
Month-to-month,4,No,Fiber optic,No,Yes,82.85,Credit card (automatic),Yes,No,0
Month-to-month,24,Yes,Fiber optic,Yes,No,84.35,Electronic check,No,No,0
One year,14,No internet service,No,No internet service,No internet service,19.55,Mailed check,No internet service,No internet service,0
Month-to-month,3,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
Month-to-month,4,No,Fiber optic,No,Yes,99.8,Credit card (automatic),Yes,Yes,1
Month-to-month,18,No,DSL,No,No,35.0,Electronic check,Yes,No,1
Month-to-month,8,No,DSL,No,No,66.25,Electronic check,Yes,No,0
Two year,35,No internet service,No,No internet service,No internet service,23.3,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,1,No,Fiber optic,No,No,76.0,Electronic check,No,No,1
Two year,66,No internet service,No,No internet service,No internet service,25.3,Credit card (automatic),No internet service,No internet service,0
Two year,8,Yes,DSL,Yes,No,44.55,Mailed check,Yes,No,0
One year,71,No,Fiber optic,Yes,Yes,104.1,Credit card (automatic),Yes,No,0
Month-to-month,43,No,Fiber optic,No,Yes,92.55,Bank transfer (automatic),Yes,No,0
Month-to-month,2,No,Fiber optic,No,No,93.85,Electronic check,Yes,No,1
